"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Election Night Votes"
"16","007","021","08","18","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","187"
"16","007","021","08","18","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","179"
"16","007","021","08","18","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","186"
"16","007","021","08","18","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","152"
"16","007","021","08","18","David W. Lease","DEM","Judge of the Circuit Court","06","Y","155"
"16","007","021","08","18","Marylin Pierre","DEM","Judge of the Circuit Court","06","","61"
"16","007","021","08","18","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","176"
"16","007","021","08","18","John McCarthy","DEM","State's Attorney       ","","Y","211"
"16","007","021","08","18","Alan S. Bowser","DEM","Clerk Circuit Court","","","38"
"16","007","021","08","18","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","151"
"16","007","021","08","18","Joseph M. Griffin","DEM","Register of Wills      ","","Y","202"
"16","007","021","08","18","Darren Mark Popkin","DEM","Sheriff                ","","Y","201"
"16","007","021","08","18","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","119"
"16","007","021","08","18","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","107"
"16","007","021","08","18","Martine Laney","DEM","DEM Cent Comm Female At Large","","","46"
"16","007","021","08","18","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","61"
"16","007","021","08","18","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","65"
"16","007","021","08","18","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","69"
"16","007","021","08","18","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","88"
"16","007","021","08","18","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","26"
"16","007","021","08","18","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","33"
"16","007","021","08","18","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","40"
"16","007","021","08","18","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","32"
"16","007","021","08","18","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","22"
"16","007","021","08","18","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","95"
"16","007","021","08","18","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","87"
"16","007","021","08","18","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","87"
"16","007","021","08","18","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","27"
"16","007","021","08","18","Jazmin Moral","DEM","DEM Cent Comm Female","18","Y","182"
"16","007","021","08","18","Aaron M. Kaufman","DEM","DEM Cent Comm Male","18","Y","131"
"16","007","021","08","18","Michael Tardif","DEM","DEM Cent Comm Male","18","","30"
"16","007","022","08","16","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","160"
"16","007","022","08","16","Ralph Jaffe","DEM","Governor / Lt. Governor","","","1"
"16","007","022","08","16","Ben Jealous","DEM","Governor / Lt. Governor","","Y","165"
"16","007","022","08","16","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","0"
"16","007","022","08","16","Valerie Ervin","DEM","Governor / Lt. Governor","","","5"
"16","007","022","08","16","Rich Madaleno","DEM","Governor / Lt. Governor","","","54"
"16","007","022","08","16","Alec Ross","DEM","Governor / Lt. Governor","","","9"
"16","007","022","08","16","Jim Shea","DEM","Governor / Lt. Governor","","","17"
"16","007","022","08","16","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","36"
"16","007","022","08","16","Peter Franchot","DEM","Comptroller            ","","Y","402"
"16","007","022","08","16","Brian E. Frosh","DEM","Attorney General       ","","Y","421"
"16","007","022","08","16","Ben Cardin","DEM","U.S. Senator           ","","Y","408"
"16","007","022","08","16","Erik Jetmir","DEM","U.S. Senator           ","","","0"
"16","007","022","08","16","Chelsea Manning","DEM","U.S. Senator           ","","","14"
"16","007","022","08","16","Marcia H. Morgan","DEM","U.S. Senator           ","","","5"
"16","007","022","08","16","Jerome Jerry Segal","DEM","U.S. Senator           ","","","26"
"16","007","022","08","16","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","2"
"16","007","022","08","16","Debbie Rica Wilson","DEM","U.S. Senator           ","","","4"
"16","007","022","08","16","Lih Young","DEM","U.S. Senator           ","","","4"
"16","007","022","08","16","Utam Paul","DEM","Representative in Congress","08","","9"
"16","007","022","08","16","Jamie Raskin","DEM","Representative in Congress","08","Y","442"
"16","007","022","08","16","Summer Spring","DEM","Representative in Congress","08","","12"
"16","007","022","08","16","Susan C. Lee","DEM","State Senator          ","16","Y","409"
"16","007","022","08","16","Jordan Cooper","DEM","House of Delegates     ","16","","57"
"16","007","022","08","16","Nuchhi Currier","DEM","House of Delegates     ","16","","47"
"16","007","022","08","16","Joseph Aloysius Hennessey","DEM","House of Delegates     ","16","","21"
"16","007","022","08","16","Ariana Kelly","DEM","House of Delegates     ","16","Y","249"
"16","007","022","08","16","Marc Korman","DEM","House of Delegates     ","16","Y","288"
"16","007","022","08","16","Marc Lande","DEM","House of Delegates     ","16","","5"
"16","007","022","08","16","Sara Love","DEM","House of Delegates     ","16","Y","291"
"16","007","022","08","16","Samir Paul","DEM","House of Delegates     ","16","","253"
"16","007","022","08","16","Roger Berliner","DEM","County Executive       ","","","131"
"16","007","022","08","16","David Blair","DEM","County Executive       ","","","88"
"16","007","022","08","16","Marc Elrich","DEM","County Executive       ","","Y","128"
"16","007","022","08","16","Bill Frick","DEM","County Executive       ","","","59"
"16","007","022","08","16","Rose Krasnow","DEM","County Executive       ","","","36"
"16","007","022","08","16","George L. Leventhal","DEM","County Executive       ","","","25"
"16","007","022","08","16","Gabe Albornoz","DEM","County Council At Large","","Y","130"
"16","007","022","08","16","Rosemary O. Arkoian","DEM","County Council At Large","","","12"
"16","007","022","08","16","Marilyn Balcombe","DEM","County Council At Large","","","105"
"16","007","022","08","16","Charles Barkley","DEM","County Council At Large","","","11"
"16","007","022","08","16","Shruti Bhatnagar","DEM","County Council At Large","","","16"
"16","007","022","08","16","Cherri L. Branson","DEM","County Council At Large","","","22"
"16","007","022","08","16","Brandy H. M. Brooks","DEM","County Council At Large","","","95"
"16","007","022","08","16","Craig Carozza-Caviness","DEM","County Council At Large","","","1"
"16","007","022","08","16","Ron Colbert","DEM","County Council At Large","","","1"
"16","007","022","08","16","Bill Conway","DEM","County Council At Large","","","57"
"16","007","022","08","16","Hoan Dang","DEM","County Council At Large","","","134"
"16","007","022","08","16","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","5"
"16","007","022","08","16","Lorna Phillips Forde","DEM","County Council At Large","","","9"
"16","007","022","08","16","Jill Ortman Fouse","DEM","County Council At Large","","","34"
"16","007","022","08","16","Loretta Jean Garcia","DEM","County Council At Large","","","21"
"16","007","022","08","16","Paul S. Geller","DEM","County Council At Large","","","8"
"16","007","022","08","16","Evan Glass","DEM","County Council At Large","","Y","141"
"16","007","022","08","16","Richard Gottfried","DEM","County Council At Large","","","5"
"16","007","022","08","16","Neil H. Greenberger","DEM","County Council At Large","","","16"
"16","007","022","08","16","Seth Grimes","DEM","County Council At Large","","","22"
"16","007","022","08","16","Ashwani Jain","DEM","County Council At Large","","","52"
"16","007","022","08","16","Will Jawando","DEM","County Council At Large","","Y","172"
"16","007","022","08","16","David V. Lipscomb","DEM","County Council At Large","","","2"
"16","007","022","08","16","Melissa McKenna","DEM","County Council At Large","","","22"
"16","007","022","08","16","Danielle Meitiv","DEM","County Council At Large","","","62"
"16","007","022","08","16","Hans Riemer","DEM","County Council At Large","","Y","264"
"16","007","022","08","16","Michele Riley","DEM","County Council At Large","","","19"
"16","007","022","08","16","Graciela Rivera-Oven","DEM","County Council At Large","","","10"
"16","007","022","08","16","Darwin Romero","DEM","County Council At Large","","","3"
"16","007","022","08","16","Mohammad Siddique","DEM","County Council At Large","","","21"
"16","007","022","08","16","Jarrett Smith","DEM","County Council At Large","","","2"
"16","007","022","08","16","Steve Solomon","DEM","County Council At Large","","","23"
"16","007","022","08","16","Chris Wilhelm","DEM","County Council At Large","","","80"
"16","007","022","08","16","Bill Cook","DEM","County Council         ","001","","3"
"16","007","022","08","16","Pete Fosselman","DEM","County Council         ","001","","13"
"16","007","022","08","16","Andrew Friedson","DEM","County Council         ","001","Y","94"
"16","007","022","08","16","Ana Sol Gutierrez","DEM","County Council         ","001","","77"
"16","007","022","08","16","Jim McGee","DEM","County Council         ","001","","57"
"16","007","022","08","16","Regina Reggie Oldak","DEM","County Council         ","001","","136"
"16","007","022","08","16","Dalbin Osorio","DEM","County Council         ","001","","1"
"16","007","022","08","16","Meredith Wellington","DEM","County Council         ","001","","51"
"16","007","022","08","16","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","261"
"16","007","022","08","16","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","293"
"16","007","022","08","16","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","286"
"16","007","022","08","16","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","289"
"16","007","022","08","16","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","249"
"16","007","022","08","16","David W. Lease","DEM","Judge of the Circuit Court","06","Y","252"
"16","007","022","08","16","Marylin Pierre","DEM","Judge of the Circuit Court","06","","144"
"16","007","022","08","16","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","279"
"16","007","022","08","16","John McCarthy","DEM","State's Attorney       ","","Y","343"
"16","007","022","08","16","Alan S. Bowser","DEM","Clerk Circuit Court","","","67"
"16","007","022","08","16","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","223"
"16","007","022","08","16","Joseph M. Griffin","DEM","Register of Wills      ","","Y","333"
"16","007","022","08","16","Darren Mark Popkin","DEM","Sheriff                ","","Y","327"
"16","007","022","08","16","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","172"
"16","007","022","08","16","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","107"
"16","007","022","08","16","Martine Laney","DEM","DEM Cent Comm Female At Large","","","67"
"16","007","022","08","16","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","133"
"16","007","022","08","16","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","137"
"16","007","022","08","16","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","109"
"16","007","022","08","16","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","49"
"16","007","022","08","16","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","54"
"16","007","022","08","16","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","54"
"16","007","022","08","16","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","115"
"16","007","022","08","16","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","79"
"16","007","022","08","16","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","64"
"16","007","022","08","16","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","107"
"16","007","022","08","16","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","101"
"16","007","022","08","16","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","91"
"16","007","022","08","16","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","72"
"16","007","022","08","16","Ann Racuya-Robbins","DEM","DEM Cent Comm Female","16","","57"
"16","007","022","08","16","Sarah Wolek","DEM","DEM Cent Comm Female","16","Y","181"
"16","007","022","08","16","Jordan Cooper","DEM","DEM Cent Comm Male","16","Y","133"
"16","007","022","08","16","Brian Michael Doherty","DEM","DEM Cent Comm Male","16","","44"
"16","007","022","08","16","Hrant Jamgochian","DEM","DEM Cent Comm Male","16","","111"
"16","007","023","08","16","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","277"
"16","007","023","08","16","Ralph Jaffe","DEM","Governor / Lt. Governor","","","5"
"16","007","023","08","16","Ben Jealous","DEM","Governor / Lt. Governor","","Y","218"
"16","007","023","08","16","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","4"
"16","007","023","08","16","Valerie Ervin","DEM","Governor / Lt. Governor","","","9"
"16","007","023","08","16","Rich Madaleno","DEM","Governor / Lt. Governor","","","124"
"16","007","023","08","16","Alec Ross","DEM","Governor / Lt. Governor","","","16"
"16","007","023","08","16","Jim Shea","DEM","Governor / Lt. Governor","","","23"
"16","007","023","08","16","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","45"
"16","007","023","08","16","Peter Franchot","DEM","Comptroller            ","","Y","606"
"16","007","023","08","16","Brian E. Frosh","DEM","Attorney General       ","","Y","651"
"16","007","023","08","16","Ben Cardin","DEM","U.S. Senator           ","","Y","632"
"16","007","023","08","16","Erik Jetmir","DEM","U.S. Senator           ","","","6"
"16","007","023","08","16","Chelsea Manning","DEM","U.S. Senator           ","","","18"
"16","007","023","08","16","Marcia H. Morgan","DEM","U.S. Senator           ","","","14"
"16","007","023","08","16","Jerome Jerry Segal","DEM","U.S. Senator           ","","","45"
"16","007","023","08","16","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","4"
"16","007","023","08","16","Debbie Rica Wilson","DEM","U.S. Senator           ","","","4"
"16","007","023","08","16","Lih Young","DEM","U.S. Senator           ","","","9"
"16","007","023","08","16","Utam Paul","DEM","Representative in Congress","08","","24"
"16","007","023","08","16","Jamie Raskin","DEM","Representative in Congress","08","Y","682"
"16","007","023","08","16","Summer Spring","DEM","Representative in Congress","08","","27"
"16","007","023","08","16","Susan C. Lee","DEM","State Senator          ","16","Y","647"
"16","007","023","08","16","Jordan Cooper","DEM","House of Delegates     ","16","","153"
"16","007","023","08","16","Nuchhi Currier","DEM","House of Delegates     ","16","","79"
"16","007","023","08","16","Joseph Aloysius Hennessey","DEM","House of Delegates     ","16","","32"
"16","007","023","08","16","Ariana Kelly","DEM","House of Delegates     ","16","Y","388"
"16","007","023","08","16","Marc Korman","DEM","House of Delegates     ","16","Y","481"
"16","007","023","08","16","Marc Lande","DEM","House of Delegates     ","16","","15"
"16","007","023","08","16","Sara Love","DEM","House of Delegates     ","16","Y","390"
"16","007","023","08","16","Samir Paul","DEM","House of Delegates     ","16","","410"
"16","007","023","08","16","Roger Berliner","DEM","County Executive       ","","","130"
"16","007","023","08","16","David Blair","DEM","County Executive       ","","","227"
"16","007","023","08","16","Marc Elrich","DEM","County Executive       ","","Y","193"
"16","007","023","08","16","Bill Frick","DEM","County Executive       ","","","54"
"16","007","023","08","16","Rose Krasnow","DEM","County Executive       ","","","89"
"16","007","023","08","16","George L. Leventhal","DEM","County Executive       ","","","49"
"16","007","023","08","16","Gabe Albornoz","DEM","County Council At Large","","Y","280"
"16","007","023","08","16","Rosemary O. Arkoian","DEM","County Council At Large","","","20"
"16","007","023","08","16","Marilyn Balcombe","DEM","County Council At Large","","","217"
"16","007","023","08","16","Charles Barkley","DEM","County Council At Large","","","17"
"16","007","023","08","16","Shruti Bhatnagar","DEM","County Council At Large","","","38"
"16","007","023","08","16","Cherri L. Branson","DEM","County Council At Large","","","21"
"16","007","023","08","16","Brandy H. M. Brooks","DEM","County Council At Large","","","99"
"16","007","023","08","16","Craig Carozza-Caviness","DEM","County Council At Large","","","1"
"16","007","023","08","16","Ron Colbert","DEM","County Council At Large","","","1"
"16","007","023","08","16","Bill Conway","DEM","County Council At Large","","","145"
"16","007","023","08","16","Hoan Dang","DEM","County Council At Large","","","89"
"16","007","023","08","16","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","7"
"16","007","023","08","16","Lorna Phillips Forde","DEM","County Council At Large","","","33"
"16","007","023","08","16","Jill Ortman Fouse","DEM","County Council At Large","","","59"
"16","007","023","08","16","Loretta Jean Garcia","DEM","County Council At Large","","","38"
"16","007","023","08","16","Paul S. Geller","DEM","County Council At Large","","","22"
"16","007","023","08","16","Evan Glass","DEM","County Council At Large","","Y","316"
"16","007","023","08","16","Richard Gottfried","DEM","County Council At Large","","","8"
"16","007","023","08","16","Neil H. Greenberger","DEM","County Council At Large","","","29"
"16","007","023","08","16","Seth Grimes","DEM","County Council At Large","","","33"
"16","007","023","08","16","Ashwani Jain","DEM","County Council At Large","","","60"
"16","007","023","08","16","Will Jawando","DEM","County Council At Large","","Y","240"
"16","007","023","08","16","David V. Lipscomb","DEM","County Council At Large","","","5"
"16","007","023","08","16","Melissa McKenna","DEM","County Council At Large","","","24"
"16","007","023","08","16","Danielle Meitiv","DEM","County Council At Large","","","64"
"16","007","023","08","16","Hans Riemer","DEM","County Council At Large","","Y","409"
"16","007","023","08","16","Michele Riley","DEM","County Council At Large","","","30"
"16","007","023","08","16","Graciela Rivera-Oven","DEM","County Council At Large","","","18"
"16","007","023","08","16","Darwin Romero","DEM","County Council At Large","","","4"
"16","007","023","08","16","Mohammad Siddique","DEM","County Council At Large","","","45"
"16","007","023","08","16","Jarrett Smith","DEM","County Council At Large","","","0"
"16","007","023","08","16","Steve Solomon","DEM","County Council At Large","","","26"
"16","007","023","08","16","Chris Wilhelm","DEM","County Council At Large","","","122"
"16","007","023","08","16","Bill Cook","DEM","County Council         ","001","","8"
"16","007","023","08","16","Pete Fosselman","DEM","County Council         ","001","","44"
"16","007","023","08","16","Andrew Friedson","DEM","County Council         ","001","Y","224"
"16","007","023","08","16","Ana Sol Gutierrez","DEM","County Council         ","001","","126"
"16","007","023","08","16","Jim McGee","DEM","County Council         ","001","","10"
"16","007","023","08","16","Regina Reggie Oldak","DEM","County Council         ","001","","151"
"16","007","023","08","16","Dalbin Osorio","DEM","County Council         ","001","","5"
"16","007","023","08","16","Meredith Wellington","DEM","County Council         ","001","","118"
"16","007","023","08","16","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","371"
"16","007","023","08","16","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","447"
"16","007","023","08","16","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","440"
"16","007","023","08","16","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","446"
"16","007","023","08","16","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","373"
"16","007","023","08","16","David W. Lease","DEM","Judge of the Circuit Court","06","Y","364"
"16","007","023","08","16","Marylin Pierre","DEM","Judge of the Circuit Court","06","","222"
"16","007","023","08","16","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","427"
"16","007","023","08","16","John McCarthy","DEM","State's Attorney       ","","Y","529"
"16","007","023","08","16","Alan S. Bowser","DEM","Clerk Circuit Court","","","123"
"16","007","023","08","16","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","360"
"16","007","023","08","16","Joseph M. Griffin","DEM","Register of Wills      ","","Y","521"
"16","007","023","08","16","Darren Mark Popkin","DEM","Sheriff                ","","Y","510"
"16","007","023","08","16","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","276"
"16","007","023","08","16","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","178"
"16","007","023","08","16","Martine Laney","DEM","DEM Cent Comm Female At Large","","","115"
"16","007","023","08","16","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","221"
"16","007","023","08","16","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","214"
"16","007","023","08","16","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","202"
"16","007","023","08","16","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","99"
"16","007","023","08","16","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","80"
"16","007","023","08","16","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","103"
"16","007","023","08","16","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","178"
"16","007","023","08","16","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","100"
"16","007","023","08","16","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","101"
"16","007","023","08","16","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","200"
"16","007","023","08","16","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","156"
"16","007","023","08","16","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","142"
"16","007","023","08","16","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","102"
"16","007","023","08","16","Ann Racuya-Robbins","DEM","DEM Cent Comm Female","16","","107"
"16","007","023","08","16","Sarah Wolek","DEM","DEM Cent Comm Female","16","Y","254"
"16","007","023","08","16","Jordan Cooper","DEM","DEM Cent Comm Male","16","Y","246"
"16","007","023","08","16","Brian Michael Doherty","DEM","DEM Cent Comm Male","16","","61"
"16","007","023","08","16","Hrant Jamgochian","DEM","DEM Cent Comm Male","16","","139"
"16","007","024","08","16","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","241"
"16","007","024","08","16","Ralph Jaffe","DEM","Governor / Lt. Governor","","","4"
"16","007","024","08","16","Ben Jealous","DEM","Governor / Lt. Governor","","Y","130"
"16","007","024","08","16","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","0"
"16","007","024","08","16","Valerie Ervin","DEM","Governor / Lt. Governor","","","2"
"16","007","024","08","16","Rich Madaleno","DEM","Governor / Lt. Governor","","","71"
"16","007","024","08","16","Alec Ross","DEM","Governor / Lt. Governor","","","11"
"16","007","024","08","16","Jim Shea","DEM","Governor / Lt. Governor","","","21"
"16","007","024","08","16","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","22"
"16","007","024","08","16","Peter Franchot","DEM","Comptroller            ","","Y","459"
"16","007","024","08","16","Brian E. Frosh","DEM","Attorney General       ","","Y","468"
"16","007","024","08","16","Ben Cardin","DEM","U.S. Senator           ","","Y","465"
"16","007","024","08","16","Erik Jetmir","DEM","U.S. Senator           ","","","4"
"16","007","024","08","16","Chelsea Manning","DEM","U.S. Senator           ","","","16"
"16","007","024","08","16","Marcia H. Morgan","DEM","U.S. Senator           ","","","4"
"16","007","024","08","16","Jerome Jerry Segal","DEM","U.S. Senator           ","","","16"
"16","007","024","08","16","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","1"
"16","007","024","08","16","Debbie Rica Wilson","DEM","U.S. Senator           ","","","4"
"16","007","024","08","16","Lih Young","DEM","U.S. Senator           ","","","3"
"16","007","024","08","16","Utam Paul","DEM","Representative in Congress","08","","14"
"16","007","024","08","16","Jamie Raskin","DEM","Representative in Congress","08","Y","483"
"16","007","024","08","16","Summer Spring","DEM","Representative in Congress","08","","9"
"16","007","024","08","16","Susan C. Lee","DEM","State Senator          ","16","Y","469"
"16","007","024","08","16","Jordan Cooper","DEM","House of Delegates     ","16","","71"
"16","007","024","08","16","Nuchhi Currier","DEM","House of Delegates     ","16","","41"
"16","007","024","08","16","Joseph Aloysius Hennessey","DEM","House of Delegates     ","16","","32"
"16","007","024","08","16","Ariana Kelly","DEM","House of Delegates     ","16","Y","293"
"16","007","024","08","16","Marc Korman","DEM","House of Delegates     ","16","Y","324"
"16","007","024","08","16","Marc Lande","DEM","House of Delegates     ","16","","13"
"16","007","024","08","16","Sara Love","DEM","House of Delegates     ","16","Y","276"
"16","007","024","08","16","Samir Paul","DEM","House of Delegates     ","16","","237"
"16","007","024","08","16","Roger Berliner","DEM","County Executive       ","","","82"
"16","007","024","08","16","David Blair","DEM","County Executive       ","","","155"
"16","007","024","08","16","Marc Elrich","DEM","County Executive       ","","Y","122"
"16","007","024","08","16","Bill Frick","DEM","County Executive       ","","","74"
"16","007","024","08","16","Rose Krasnow","DEM","County Executive       ","","","57"
"16","007","024","08","16","George L. Leventhal","DEM","County Executive       ","","","25"
"16","007","024","08","16","Gabe Albornoz","DEM","County Council At Large","","Y","210"
"16","007","024","08","16","Rosemary O. Arkoian","DEM","County Council At Large","","","17"
"16","007","024","08","16","Marilyn Balcombe","DEM","County Council At Large","","","158"
"16","007","024","08","16","Charles Barkley","DEM","County Council At Large","","","16"
"16","007","024","08","16","Shruti Bhatnagar","DEM","County Council At Large","","","16"
"16","007","024","08","16","Cherri L. Branson","DEM","County Council At Large","","","13"
"16","007","024","08","16","Brandy H. M. Brooks","DEM","County Council At Large","","","69"
"16","007","024","08","16","Craig Carozza-Caviness","DEM","County Council At Large","","","0"
"16","007","024","08","16","Ron Colbert","DEM","County Council At Large","","","1"
"16","007","024","08","16","Bill Conway","DEM","County Council At Large","","","90"
"16","007","024","08","16","Hoan Dang","DEM","County Council At Large","","","57"
"16","007","024","08","16","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","7"
"16","007","024","08","16","Lorna Phillips Forde","DEM","County Council At Large","","","17"
"16","007","024","08","16","Jill Ortman Fouse","DEM","County Council At Large","","","56"
"16","007","024","08","16","Loretta Jean Garcia","DEM","County Council At Large","","","26"
"16","007","024","08","16","Paul S. Geller","DEM","County Council At Large","","","10"
"16","007","024","08","16","Evan Glass","DEM","County Council At Large","","Y","214"
"16","007","024","08","16","Richard Gottfried","DEM","County Council At Large","","","9"
"16","007","024","08","16","Neil H. Greenberger","DEM","County Council At Large","","","13"
"16","007","024","08","16","Seth Grimes","DEM","County Council At Large","","","20"
"16","007","024","08","16","Ashwani Jain","DEM","County Council At Large","","","40"
"16","007","024","08","16","Will Jawando","DEM","County Council At Large","","Y","134"
"16","007","024","08","16","David V. Lipscomb","DEM","County Council At Large","","","7"
"16","007","024","08","16","Melissa McKenna","DEM","County Council At Large","","","25"
"16","007","024","08","16","Danielle Meitiv","DEM","County Council At Large","","","38"
"16","007","024","08","16","Hans Riemer","DEM","County Council At Large","","Y","271"
"16","007","024","08","16","Michele Riley","DEM","County Council At Large","","","19"
"16","007","024","08","16","Graciela Rivera-Oven","DEM","County Council At Large","","","18"
"16","007","024","08","16","Darwin Romero","DEM","County Council At Large","","","0"
"16","007","024","08","16","Mohammad Siddique","DEM","County Council At Large","","","28"
"16","007","024","08","16","Jarrett Smith","DEM","County Council At Large","","","0"
"16","007","024","08","16","Steve Solomon","DEM","County Council At Large","","","20"
"16","007","024","08","16","Chris Wilhelm","DEM","County Council At Large","","","75"
"16","007","024","08","16","Bill Cook","DEM","County Council         ","001","","3"
"16","007","024","08","16","Pete Fosselman","DEM","County Council         ","001","","38"
"16","007","024","08","16","Andrew Friedson","DEM","County Council         ","001","Y","115"
"16","007","024","08","16","Ana Sol Gutierrez","DEM","County Council         ","001","","67"
"16","007","024","08","16","Jim McGee","DEM","County Council         ","001","","4"
"16","007","024","08","16","Regina Reggie Oldak","DEM","County Council         ","001","","135"
"16","007","024","08","16","Dalbin Osorio","DEM","County Council         ","001","","0"
"16","007","024","08","16","Meredith Wellington","DEM","County Council         ","001","","98"
"16","007","024","08","16","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","263"
"16","007","024","08","16","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","315"
"16","007","024","08","16","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","302"
"16","007","024","08","16","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","298"
"16","007","024","08","16","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","247"
"16","007","024","08","16","David W. Lease","DEM","Judge of the Circuit Court","06","Y","230"
"16","007","024","08","16","Marylin Pierre","DEM","Judge of the Circuit Court","06","","146"
"16","007","024","08","16","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","295"
"16","007","024","08","16","John McCarthy","DEM","State's Attorney       ","","Y","402"
"16","007","024","08","16","Alan S. Bowser","DEM","Clerk Circuit Court","","","89"
"16","007","024","08","16","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","242"
"16","007","024","08","16","Joseph M. Griffin","DEM","Register of Wills      ","","Y","392"
