"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Election Night Votes"
"16","004","042","06","17","Martine Laney","DEM","DEM Cent Comm Female At Large","","","1"
"16","004","042","06","17","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","0"
"16","004","042","06","17","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","1"
"16","004","042","06","17","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","0"
"16","004","042","06","17","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","042","06","17","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","1"
"16","004","042","06","17","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","042","06","17","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","1"
"16","004","042","06","17","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","042","06","17","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","042","06","17","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","1"
"16","004","042","06","17","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","0"
"16","004","042","06","17","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","1"
"16","004","042","06","17","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","042","06","17","Luisa Arevalo","DEM","DEM Cent Comm Female","17","","1"
"16","004","042","06","17","Jennifer Guzman Hosey","DEM","DEM Cent Comm Female","17","Y","0"
"16","004","042","06","17","Matthew Lee","DEM","DEM Cent Comm Male","17","Y","1"
"16","004","042","06","17","Cameron Rhode","DEM","DEM Cent Comm Male","17","","0"
"16","004","042","06","17","Brian Gene Walton","DEM","DEM Cent Comm Male","17","","0"
"16","004","043","08","17","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","0"
"16","004","043","08","17","Ralph Jaffe","DEM","Governor / Lt. Governor","","","0"
"16","004","043","08","17","Ben Jealous","DEM","Governor / Lt. Governor","","Y","0"
"16","004","043","08","17","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","0"
"16","004","043","08","17","Valerie Ervin","DEM","Governor / Lt. Governor","","","0"
"16","004","043","08","17","Rich Madaleno","DEM","Governor / Lt. Governor","","","0"
"16","004","043","08","17","Alec Ross","DEM","Governor / Lt. Governor","","","0"
"16","004","043","08","17","Jim Shea","DEM","Governor / Lt. Governor","","","0"
"16","004","043","08","17","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","0"
"16","004","043","08","17","Peter Franchot","DEM","Comptroller            ","","Y","0"
"16","004","043","08","17","Brian E. Frosh","DEM","Attorney General       ","","Y","0"
"16","004","043","08","17","Ben Cardin","DEM","U.S. Senator           ","","Y","0"
"16","004","043","08","17","Erik Jetmir","DEM","U.S. Senator           ","","","0"
"16","004","043","08","17","Chelsea Manning","DEM","U.S. Senator           ","","","0"
"16","004","043","08","17","Marcia H. Morgan","DEM","U.S. Senator           ","","","0"
"16","004","043","08","17","Jerome Jerry Segal","DEM","U.S. Senator           ","","","0"
"16","004","043","08","17","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","0"
"16","004","043","08","17","Debbie Rica Wilson","DEM","U.S. Senator           ","","","0"
"16","004","043","08","17","Lih Young","DEM","U.S. Senator           ","","","0"
"16","004","043","08","17","Utam Paul","DEM","Representative in Congress","08","","0"
"16","004","043","08","17","Jamie Raskin","DEM","Representative in Congress","08","Y","0"
"16","004","043","08","17","Summer Spring","DEM","Representative in Congress","08","","0"
"16","004","043","08","17","Cheryl C. Kagan","DEM","State Senator          ","17","Y","0"
"16","004","043","08","17","Esam Al-Shareffi","DEM","House of Delegates     ","17","","0"
"16","004","043","08","17","Kumar P. Barve","DEM","House of Delegates     ","17","Y","0"
"16","004","043","08","17","Jim Gilchrist","DEM","House of Delegates     ","17","Y","0"
"16","004","043","08","17","Julian Haffner","DEM","House of Delegates     ","17","","0"
"16","004","043","08","17","Julie Palakovich Carr","DEM","House of Delegates     ","17","Y","0"
"16","004","043","08","17","Rebecca Smondrowski","DEM","House of Delegates     ","17","","0"
"16","004","043","08","17","Roger Berliner","DEM","County Executive       ","","","0"
"16","004","043","08","17","David Blair","DEM","County Executive       ","","","0"
"16","004","043","08","17","Marc Elrich","DEM","County Executive       ","","Y","0"
"16","004","043","08","17","Bill Frick","DEM","County Executive       ","","","0"
"16","004","043","08","17","Rose Krasnow","DEM","County Executive       ","","","0"
"16","004","043","08","17","George L. Leventhal","DEM","County Executive       ","","","0"
"16","004","043","08","17","Gabe Albornoz","DEM","County Council At Large","","Y","0"
"16","004","043","08","17","Rosemary O. Arkoian","DEM","County Council At Large","","","0"
"16","004","043","08","17","Marilyn Balcombe","DEM","County Council At Large","","","0"
"16","004","043","08","17","Charles Barkley","DEM","County Council At Large","","","0"
"16","004","043","08","17","Shruti Bhatnagar","DEM","County Council At Large","","","0"
"16","004","043","08","17","Cherri L. Branson","DEM","County Council At Large","","","0"
"16","004","043","08","17","Brandy H. M. Brooks","DEM","County Council At Large","","","0"
"16","004","043","08","17","Craig Carozza-Caviness","DEM","County Council At Large","","","0"
"16","004","043","08","17","Ron Colbert","DEM","County Council At Large","","","0"
"16","004","043","08","17","Bill Conway","DEM","County Council At Large","","","0"
"16","004","043","08","17","Hoan Dang","DEM","County Council At Large","","","0"
"16","004","043","08","17","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","0"
"16","004","043","08","17","Lorna Phillips Forde","DEM","County Council At Large","","","0"
"16","004","043","08","17","Jill Ortman Fouse","DEM","County Council At Large","","","0"
"16","004","043","08","17","Loretta Jean Garcia","DEM","County Council At Large","","","0"
"16","004","043","08","17","Paul S. Geller","DEM","County Council At Large","","","0"
"16","004","043","08","17","Evan Glass","DEM","County Council At Large","","Y","0"
"16","004","043","08","17","Richard Gottfried","DEM","County Council At Large","","","0"
"16","004","043","08","17","Neil H. Greenberger","DEM","County Council At Large","","","0"
"16","004","043","08","17","Seth Grimes","DEM","County Council At Large","","","0"
"16","004","043","08","17","Ashwani Jain","DEM","County Council At Large","","","0"
"16","004","043","08","17","Will Jawando","DEM","County Council At Large","","Y","0"
"16","004","043","08","17","David V. Lipscomb","DEM","County Council At Large","","","0"
"16","004","043","08","17","Melissa McKenna","DEM","County Council At Large","","","0"
"16","004","043","08","17","Danielle Meitiv","DEM","County Council At Large","","","0"
"16","004","043","08","17","Hans Riemer","DEM","County Council At Large","","Y","0"
"16","004","043","08","17","Michele Riley","DEM","County Council At Large","","","0"
"16","004","043","08","17","Graciela Rivera-Oven","DEM","County Council At Large","","","0"
"16","004","043","08","17","Darwin Romero","DEM","County Council At Large","","","0"
"16","004","043","08","17","Mohammad Siddique","DEM","County Council At Large","","","0"
"16","004","043","08","17","Jarrett Smith","DEM","County Council At Large","","","0"
"16","004","043","08","17","Steve Solomon","DEM","County Council At Large","","","0"
"16","004","043","08","17","Chris Wilhelm","DEM","County Council At Large","","","0"
"16","004","043","08","17","Sidney A. Katz","DEM","County Council         ","003","Y","0"
"16","004","043","08","17","Ben Shnider","DEM","County Council         ","003","","0"
"16","004","043","08","17","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","0"
"16","004","043","08","17","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","0"
"16","004","043","08","17","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","0"
"16","004","043","08","17","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","0"
"16","004","043","08","17","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","0"
"16","004","043","08","17","David W. Lease","DEM","Judge of the Circuit Court","06","Y","0"
"16","004","043","08","17","Marylin Pierre","DEM","Judge of the Circuit Court","06","","0"
"16","004","043","08","17","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","0"
"16","004","043","08","17","John McCarthy","DEM","State's Attorney       ","","Y","0"
"16","004","043","08","17","Alan S. Bowser","DEM","Clerk Circuit Court","","","0"
"16","004","043","08","17","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","0"
"16","004","043","08","17","Joseph M. Griffin","DEM","Register of Wills      ","","Y","0"
"16","004","043","08","17","Darren Mark Popkin","DEM","Sheriff                ","","Y","0"
"16","004","043","08","17","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","0"
"16","004","043","08","17","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","0"
"16","004","043","08","17","Martine Laney","DEM","DEM Cent Comm Female At Large","","","0"
"16","004","043","08","17","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","0"
"16","004","043","08","17","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","0"
"16","004","043","08","17","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","0"
"16","004","043","08","17","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","043","08","17","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","043","08","17","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","043","08","17","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","0"
"16","004","043","08","17","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","043","08","17","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","043","08","17","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","0"
"16","004","043","08","17","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","0"
"16","004","043","08","17","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","0"
"16","004","043","08","17","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","0"
"16","004","043","08","17","Luisa Arevalo","DEM","DEM Cent Comm Female","17","","0"
"16","004","043","08","17","Jennifer Guzman Hosey","DEM","DEM Cent Comm Female","17","Y","0"
"16","004","043","08","17","Matthew Lee","DEM","DEM Cent Comm Male","17","Y","0"
"16","004","043","08","17","Cameron Rhode","DEM","DEM Cent Comm Male","17","","0"
"16","004","043","08","17","Brian Gene Walton","DEM","DEM Cent Comm Male","17","","0"
"16","005","001","08","14","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","84"
"16","005","001","08","14","Ralph Jaffe","DEM","Governor / Lt. Governor","","","4"
"16","005","001","08","14","Ben Jealous","DEM","Governor / Lt. Governor","","Y","151"
"16","005","001","08","14","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","7"
"16","005","001","08","14","Valerie Ervin","DEM","Governor / Lt. Governor","","","12"
"16","005","001","08","14","Rich Madaleno","DEM","Governor / Lt. Governor","","","29"
"16","005","001","08","14","Alec Ross","DEM","Governor / Lt. Governor","","","7"
"16","005","001","08","14","Jim Shea","DEM","Governor / Lt. Governor","","","9"
"16","005","001","08","14","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","22"
"16","005","001","08","14","Peter Franchot","DEM","Comptroller            ","","Y","310"
"16","005","001","08","14","Brian E. Frosh","DEM","Attorney General       ","","Y","299"
"16","005","001","08","14","Ben Cardin","DEM","U.S. Senator           ","","Y","270"
"16","005","001","08","14","Erik Jetmir","DEM","U.S. Senator           ","","","12"
"16","005","001","08","14","Chelsea Manning","DEM","U.S. Senator           ","","","14"
"16","005","001","08","14","Marcia H. Morgan","DEM","U.S. Senator           ","","","7"
"16","005","001","08","14","Jerome Jerry Segal","DEM","U.S. Senator           ","","","11"
"16","005","001","08","14","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","5"
"16","005","001","08","14","Debbie Rica Wilson","DEM","U.S. Senator           ","","","12"
"16","005","001","08","14","Lih Young","DEM","U.S. Senator           ","","","6"
"16","005","001","08","14","Utam Paul","DEM","Representative in Congress","08","","24"
"16","005","001","08","14","Jamie Raskin","DEM","Representative in Congress","08","Y","286"
"16","005","001","08","14","Summer Spring","DEM","Representative in Congress","08","","30"
"16","005","001","08","14","Craig J. Zucker","DEM","State Senator          ","14","Y","302"
"16","005","001","08","14","Anne R. Kaiser","DEM","House of Delegates     ","14","Y","263"
"16","005","001","08","14","Eric Luedtke","DEM","House of Delegates     ","14","Y","200"
"16","005","001","08","14","Pamela Queen","DEM","House of Delegates     ","14","Y","268"
"16","005","001","08","14","Paul Ransom","DEM","House of Delegates     ","14","","76"
"16","005","001","08","14","Roger Berliner","DEM","County Executive       ","","","61"
"16","005","001","08","14","David Blair","DEM","County Executive       ","","","107"
"16","005","001","08","14","Marc Elrich","DEM","County Executive       ","","Y","90"
"16","005","001","08","14","Bill Frick","DEM","County Executive       ","","","7"
"16","005","001","08","14","Rose Krasnow","DEM","County Executive       ","","","31"
"16","005","001","08","14","George L. Leventhal","DEM","County Executive       ","","","45"
"16","005","001","08","14","Gabe Albornoz","DEM","County Council At Large","","Y","57"
"16","005","001","08","14","Rosemary O. Arkoian","DEM","County Council At Large","","","26"
"16","005","001","08","14","Marilyn Balcombe","DEM","County Council At Large","","","37"
"16","005","001","08","14","Charles Barkley","DEM","County Council At Large","","","27"
"16","005","001","08","14","Shruti Bhatnagar","DEM","County Council At Large","","","23"
"16","005","001","08","14","Cherri L. Branson","DEM","County Council At Large","","","36"
"16","005","001","08","14","Brandy H. M. Brooks","DEM","County Council At Large","","","79"
"16","005","001","08","14","Craig Carozza-Caviness","DEM","County Council At Large","","","12"
"16","005","001","08","14","Ron Colbert","DEM","County Council At Large","","","6"
"16","005","001","08","14","Bill Conway","DEM","County Council At Large","","","29"
"16","005","001","08","14","Hoan Dang","DEM","County Council At Large","","","52"
"16","005","001","08","14","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","12"
"16","005","001","08","14","Lorna Phillips Forde","DEM","County Council At Large","","","27"
"16","005","001","08","14","Jill Ortman Fouse","DEM","County Council At Large","","","27"
"16","005","001","08","14","Loretta Jean Garcia","DEM","County Council At Large","","","37"
"16","005","001","08","14","Paul S. Geller","DEM","County Council At Large","","","8"
"16","005","001","08","14","Evan Glass","DEM","County Council At Large","","Y","59"
"16","005","001","08","14","Richard Gottfried","DEM","County Council At Large","","","4"
"16","005","001","08","14","Neil H. Greenberger","DEM","County Council At Large","","","8"
"16","005","001","08","14","Seth Grimes","DEM","County Council At Large","","","15"
"16","005","001","08","14","Ashwani Jain","DEM","County Council At Large","","","129"
"16","005","001","08","14","Will Jawando","DEM","County Council At Large","","Y","136"
"16","005","001","08","14","David V. Lipscomb","DEM","County Council At Large","","","3"
"16","005","001","08","14","Melissa McKenna","DEM","County Council At Large","","","20"
"16","005","001","08","14","Danielle Meitiv","DEM","County Council At Large","","","63"
"16","005","001","08","14","Hans Riemer","DEM","County Council At Large","","Y","119"
"16","005","001","08","14","Michele Riley","DEM","County Council At Large","","","10"
"16","005","001","08","14","Graciela Rivera-Oven","DEM","County Council At Large","","","25"
"16","005","001","08","14","Darwin Romero","DEM","County Council At Large","","","12"
"16","005","001","08","14","Mohammad Siddique","DEM","County Council At Large","","","41"
"16","005","001","08","14","Jarrett Smith","DEM","County Council At Large","","","7"
"16","005","001","08","14","Steve Solomon","DEM","County Council At Large","","","16"
"16","005","001","08","14","Chris Wilhelm","DEM","County Council At Large","","","79"
"16","005","001","08","14","Kevin Harris","DEM","County Council         ","005","","87"
"16","005","001","08","14","Tom Hucker","DEM","County Council         ","005","Y","171"
"16","005","001","08","14","Kenge Malikidogo-Fludd","DEM","County Council         ","005","","39"
"16","005","001","08","14","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","236"
"16","005","001","08","14","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","258"
"16","005","001","08","14","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","248"
"16","005","001","08","14","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","242"
"16","005","001","08","14","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","218"
"16","005","001","08","14","David W. Lease","DEM","Judge of the Circuit Court","06","Y","214"
"16","005","001","08","14","Marylin Pierre","DEM","Judge of the Circuit Court","06","","123"
"16","005","001","08","14","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","223"
"16","005","001","08","14","John McCarthy","DEM","State's Attorney       ","","Y","286"
"16","005","001","08","14","Alan S. Bowser","DEM","Clerk Circuit Court","","","97"
"16","005","001","08","14","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","190"
"16","005","001","08","14","Joseph M. Griffin","DEM","Register of Wills      ","","Y","287"
"16","005","001","08","14","Darren Mark Popkin","DEM","Sheriff                ","","Y","288"
"16","005","001","08","14","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","149"
"16","005","001","08","14","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","167"
"16","005","001","08","14","Martine Laney","DEM","DEM Cent Comm Female At Large","","","108"
"16","005","001","08","14","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","156"
"16","005","001","08","14","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","165"
"16","005","001","08","14","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","136"
"16","005","001","08","14","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","95"
"16","005","001","08","14","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","71"
"16","005","001","08","14","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","108"
"16","005","001","08","14","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","123"
"16","005","001","08","14","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","75"
"16","005","001","08","14","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","53"
"16","005","001","08","14","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","87"
"16","005","001","08","14","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","86"
"16","005","001","08","14","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","81"
"16","005","001","08","14","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","107"
"16","005","001","08","14","Mimi Hassanein","DEM","DEM Cent Comm Female","14","Y","271"
"16","005","001","08","14","Arthur Edmunds","DEM","DEM Cent Comm Male","14","Y","267"
"16","005","002","03","14","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","84"
"16","005","002","03","14","Ralph Jaffe","DEM","Governor / Lt. Governor","","","4"
"16","005","002","03","14","Ben Jealous","DEM","Governor / Lt. Governor","","Y","182"
"16","005","002","03","14","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","6"
"16","005","002","03","14","Valerie Ervin","DEM","Governor / Lt. Governor","","","4"
"16","005","002","03","14","Rich Madaleno","DEM","Governor / Lt. Governor","","","11"
"16","005","002","03","14","Alec Ross","DEM","Governor / Lt. Governor","","","3"
"16","005","002","03","14","Jim Shea","DEM","Governor / Lt. Governor","","","14"
"16","005","002","03","14","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","16"
"16","005","002","03","14","Peter Franchot","DEM","Comptroller            ","","Y","286"
"16","005","002","03","14","Brian E. Frosh","DEM","Attorney General       ","","Y","283"
"16","005","002","03","14","Ben Cardin","DEM","U.S. Senator           ","","Y","243"
"16","005","002","03","14","Erik Jetmir","DEM","U.S. Senator           ","","","9"
"16","005","002","03","14","Chelsea Manning","DEM","U.S. Senator           ","","","16"
"16","005","002","03","14","Marcia H. Morgan","DEM","U.S. Senator           ","","","7"
"16","005","002","03","14","Jerome Jerry Segal","DEM","U.S. Senator           ","","","14"
"16","005","002","03","14","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","4"
"16","005","002","03","14","Debbie Rica Wilson","DEM","U.S. Senator           ","","","19"
"16","005","002","03","14","Lih Young","DEM","U.S. Senator           ","","","6"
"16","005","002","03","14","Adam D. DeMarco","DEM","Representative in Congress","03","","36"
"16","005","002","03","14","John Rea","DEM","Representative in Congress","03","","12"
"16","005","002","03","14","Eduardo Rosas","DEM","Representative in Congress","03","","46"
"16","005","002","03","14","John Sarbanes","DEM","Representative in Congress","03","Y","207"
"16","005","002","03","14","Craig J. Zucker","DEM","State Senator          ","14","Y","280"
"16","005","002","03","14","Anne R. Kaiser","DEM","House of Delegates     ","14","Y","225"
"16","005","002","03","14","Eric Luedtke","DEM","House of Delegates     ","14","Y","147"
"16","005","002","03","14","Pamela Queen","DEM","House of Delegates     ","14","Y","251"
"16","005","002","03","14","Paul Ransom","DEM","House of Delegates     ","14","","83"
"16","005","002","03","14","Roger Berliner","DEM","County Executive       ","","","18"
"16","005","002","03","14","David Blair","DEM","County Executive       ","","","107"
"16","005","002","03","14","Marc Elrich","DEM","County Executive       ","","Y","105"
"16","005","002","03","14","Bill Frick","DEM","County Executive       ","","","3"
"16","005","002","03","14","Rose Krasnow","DEM","County Executive       ","","","40"
"16","005","002","03","14","George L. Leventhal","DEM","County Executive       ","","","42"
"16","005","002","03","14","Gabe Albornoz","DEM","County Council At Large","","Y","43"
"16","005","002","03","14","Rosemary O. Arkoian","DEM","County Council At Large","","","26"
"16","005","002","03","14","Marilyn Balcombe","DEM","County Council At Large","","","21"
"16","005","002","03","14","Charles Barkley","DEM","County Council At Large","","","32"
"16","005","002","03","14","Shruti Bhatnagar","DEM","County Council At Large","","","17"
"16","005","002","03","14","Cherri L. Branson","DEM","County Council At Large","","","41"
"16","005","002","03","14","Brandy H. M. Brooks","DEM","County Council At Large","","","117"
"16","005","002","03","14","Craig Carozza-Caviness","DEM","County Council At Large","","","5"
"16","005","002","03","14","Ron Colbert","DEM","County Council At Large","","","8"
"16","005","002","03","14","Bill Conway","DEM","County Council At Large","","","19"
"16","005","002","03","14","Hoan Dang","DEM","County Council At Large","","","24"
"16","005","002","03","14","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","3"
"16","005","002","03","14","Lorna Phillips Forde","DEM","County Council At Large","","","31"
"16","005","002","03","14","Jill Ortman Fouse","DEM","County Council At Large","","","13"
"16","005","002","03","14","Loretta Jean Garcia","DEM","County Council At Large","","","46"
"16","005","002","03","14","Paul S. Geller","DEM","County Council At Large","","","7"
"16","005","002","03","14","Evan Glass","DEM","County Council At Large","","Y","40"
"16","005","002","03","14","Richard Gottfried","DEM","County Council At Large","","","4"
"16","005","002","03","14","Neil H. Greenberger","DEM","County Council At Large","","","12"
"16","005","002","03","14","Seth Grimes","DEM","County Council At Large","","","15"
"16","005","002","03","14","Ashwani Jain","DEM","County Council At Large","","","71"
"16","005","002","03","14","Will Jawando","DEM","County Council At Large","","Y","179"
"16","005","002","03","14","David V. Lipscomb","DEM","County Council At Large","","","17"
"16","005","002","03","14","Melissa McKenna","DEM","County Council At Large","","","25"
"16","005","002","03","14","Danielle Meitiv","DEM","County Council At Large","","","15"
"16","005","002","03","14","Hans Riemer","DEM","County Council At Large","","Y","85"
"16","005","002","03","14","Michele Riley","DEM","County Council At Large","","","23"
"16","005","002","03","14","Graciela Rivera-Oven","DEM","County Council At Large","","","15"
"16","005","002","03","14","Darwin Romero","DEM","County Council At Large","","","6"
"16","005","002","03","14","Mohammad Siddique","DEM","County Council At Large","","","36"
"16","005","002","03","14","Jarrett Smith","DEM","County Council At Large","","","10"
"16","005","002","03","14","Steve Solomon","DEM","County Council At Large","","","6"
"16","005","002","03","14","Chris Wilhelm","DEM","County Council At Large","","","113"
"16","005","002","03","14","Kevin Harris","DEM","County Council         ","005","","122"
"16","005","002","03","14","Tom Hucker","DEM","County Council         ","005","Y","117"
"16","005","002","03","14","Kenge Malikidogo-Fludd","DEM","County Council         ","005","","65"
"16","005","002","03","14","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","144"
"16","005","002","03","14","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","182"
"16","005","002","03","14","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","173"
"16","005","002","03","14","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","183"
"16","005","002","03","14","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","136"
"16","005","002","03","14","David W. Lease","DEM","Judge of the Circuit Court","06","Y","120"
"16","005","002","03","14","Marylin Pierre","DEM","Judge of the Circuit Court","06","","172"
"16","005","002","03","14","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","154"
"16","005","002","03","14","John McCarthy","DEM","State's Attorney       ","","Y","276"
"16","005","002","03","14","Alan S. Bowser","DEM","Clerk Circuit Court","","","105"
"16","005","002","03","14","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","176"
"16","005","002","03","14","Joseph M. Griffin","DEM","Register of Wills      ","","Y","282"
"16","005","002","03","14","Darren Mark Popkin","DEM","Sheriff                ","","Y","277"
"16","005","002","03","14","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","162"
"16","005","002","03","14","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","167"
"16","005","002","03","14","Martine Laney","DEM","DEM Cent Comm Female At Large","","","111"
"16","005","002","03","14","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","123"
"16","005","002","03","14","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","178"
"16","005","002","03","14","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","114"
"16","005","002","03","14","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","128"
"16","005","002","03","14","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","66"
"16","005","002","03","14","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","96"
"16","005","002","03","14","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","141"
"16","005","002","03","14","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","93"
"16","005","002","03","14","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","41"
"16","005","002","03","14","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","98"
"16","005","002","03","14","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","54"
"16","005","002","03","14","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","68"
"16","005","002","03","14","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","118"
"16","005","002","03","14","Mimi Hassanein","DEM","DEM Cent Comm Female","14","Y","277"
"16","005","002","03","14","Arthur Edmunds","DEM","DEM Cent Comm Male","14","Y","278"
"16","005","003","03","20","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","179"
"16","005","003","03","20","Ralph Jaffe","DEM","Governor / Lt. Governor","","","8"
"16","005","003","03","20","Ben Jealous","DEM","Governor / Lt. Governor","","Y","234"
"16","005","003","03","20","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","9"
"16","005","003","03","20","Valerie Ervin","DEM","Governor / Lt. Governor","","","18"
"16","005","003","03","20","Rich Madaleno","DEM","Governor / Lt. Governor","","","66"
"16","005","003","03","20","Alec Ross","DEM","Governor / Lt. Governor","","","16"
"16","005","003","03","20","Jim Shea","DEM","Governor / Lt. Governor","","","11"
"16","005","003","03","20","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","23"
"16","005","003","03","20","Peter Franchot","DEM","Comptroller            ","","Y","499"
"16","005","003","03","20","Brian E. Frosh","DEM","Attorney General       ","","Y","500"
"16","005","003","03","20","Ben Cardin","DEM","U.S. Senator           ","","Y","445"
"16","005","003","03","20","Erik Jetmir","DEM","U.S. Senator           ","","","7"
"16","005","003","03","20","Chelsea Manning","DEM","U.S. Senator           ","","","33"
"16","005","003","03","20","Marcia H. Morgan","DEM","U.S. Senator           ","","","20"
"16","005","003","03","20","Jerome Jerry Segal","DEM","U.S. Senator           ","","","21"
"16","005","003","03","20","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","12"
