zip,total,pct_total
20824,2735.5,0.013456468754010685
20825,1118.19,0.005500599084645296
20827,1020.98,0.005022403753781696
20830,880,0.004328895084456006
20832,115354.08,0.5674496703226646
20833,34761.42,0.17099834109853485
20834,208,0.001023193383598692
20835,299.72,0.0014743823121740388
20836,339,0.0016676084473074837
20837,24140.17,0.11875029914878672
20838,5862.5,0.02883880390070833
20839,250,0.0012297997399022742
20840,20,9.838397919218194e-5
20841,51763.85,0.25463667706536136
20842,11821.21,0.05815088393332064
20843,153,7.526374408201918e-4
20846,15,7.378798439413645e-5
20847,50,2.4595994798045484e-4
20848,310,0.00152495167747882
20849,1622.86,0.00798317122359122
20850,362622.99,1.7838146351383397
20851,26691.79,0.1313022255981045
20852,432156.09,2.125861788316735
20853,120246.59,0.5915169004245416
20854,1032443.47,5.078794843479206
20855,83307.91,0.4098081841992083
20859,4594.5,0.022601259619923996
20860,27266.39,0.13412879732029587
20861,19561.2,0.09622543468870548
20862,1383.5,0.006805711760619185
20864,111.5,5.484906839964143e-4
20865,700,0.003443439271726368
20866,38466.98,0.18922672799530393
20868,2733.27,0.013445498940330758
20869,41.25,2.0291695708387524e-4
20870,27,1.328183719094456e-4
20871,28163.28,0.13854077767517967
20872,25675.41,0.126302450159537
20874,106671.36,0.5247376431320875
20875,2971.8,0.014618875468166315
20876,41433.01,0.2038172196854733
20877,75438.76,0.37109826970620036
20878,321611.91,1.5820729730698944
20879,38186.58,0.18784738460702954
20880,17330.52,0.08525227595348464
20882,49470.73,0.24335636354710252
20883,24499.01,0.12051550450345284
20885,167,8.215062262547191e-4
20886,81079.51,0.3988462412376153
20887,100,4.919198959609097e-4
20888,100,4.919198959609097e-4
20891,62,3.0499033549576403e-4
20892,37.5,1.8446996098534115e-4
20893,35,1.721719635863184e-4
20895,308058.19,1.5153995277470613
20896,25793.67,0.12688419462850037
20898,145.5,7.157434486231236e-4
20899,3250,0.015987396618729565
20901,265229.22,1.304715303081932
20902,233189.66,1.147106332863599
20903,62539.18,0.3076426691908061
20904,288676.34,1.420056351391762
20905,97625.31,0.4802383233835156
20906,281501.71,1.3847629189601818
20907,881,0.004333814283415614
20908,175,8.60859817931592e-4
20910,645064.74,3.1732017978885128
20911,1332,0.006552373014199317
20912,565004.06,2.779367384126916
20913,115225.42,0.5668167661845213
20914,1686,0.008293769445900937
20916,2831.68,0.013929597309945887
20917,100,4.919198959609097e-4
20919,105,5.165158907589551e-4
20920,271,0.0013331029180540651
20950,25,1.2297997399022742e-4
20952,70,3.443439271726368e-4
20953,19258.24,0.09473511417190231
20954,391.7,0.0019268502324788833
20963,45.22,2.2244617695352334e-4
20978,27.5,1.3527797138925018e-4
20979,3,1.4757596878827291e-5
20985,50,2.4595994798045484e-4
20991,75,3.689399219706823e-4
20992,104.1,5.120886116953069e-4
20994,1594,0.0078412031416169
20995,79.5,3.910763172889232e-4
20996,33.5,1.6479316514690474e-4
21001,27737.74,0.13644746174990766
21003,50,2.4595994798045484e-4
21004,250,0.0012297997399022742
21005,1301.12,0.006400468150326588
21009,18762.16,0.09229479795201942
21010,4170.9,0.02051748694063358
21012,78343,0.38538480409265546
21013,5974.25,0.029388524384444645
21014,60621.04,0.2982069568984214
21015,95821.03,0.47136271108467204
21016,45,2.2136395318240933e-4
21017,4196.72,0.020644500657770688
21019,450,0.0022136395318240938
21020,35,1.721719635863184e-4
21022,1252,0.006158837097430589
21023,978.6,0.004813928101873462
21024,24.2,1.1904461482254014e-4
21025,60,2.951519375765458e-4
21027,100,4.919198959609097e-4
21028,5138.14,0.025275532942325887
21029,52256.39,0.2570595793209272
21030,88428.48,0.4349972868158138
21032,35314.24,0.17371777266738594
21033,127.5,6.271978673501599e-4
21034,2481.33,0.01220615595444684
21035,43091.73,0.21197679338375613
21036,4457.42,0.021926935826540782
21037,53078.12,0.2611018326820068
21038,5,2.4595994798045484e-5
21040,7597.5,0.037373614095630114
21041,69.5,3.418843276928322e-4
21042,212014.27,1.0429403764062821
21043,110968.32,0.5458752442935694
21044,275218.94,1.3538567233127183
21045,159432.62,0.7842807784317525
21046,58188.4,0.28624031674131795
21047,14208.02,0.06989207720210525
21048,10694.23,0.052607045089820385
21050,21222.82,0.10439927406397113
21051,787,0.003871409581212359
21052,5,2.4595994798045484e-5
21053,2589.16,0.012736593178261488
21054,17548.78,0.08632594031840891
21055,1000,0.004919198959609097
21056,12752.5,0.06273208473241501
21057,18056.99,0.08882592642167188
21058,205,0.0010084357867198648
21060,52983.69,0.2606373127242509
21061,32546.4,0.16010221701902153
21062,371,0.001825022814014975
21069,24.5,1.2052037451042287e-4
21071,1953.5,0.00960965516759637
21073,75,3.689399219706823e-4
21074,26773.02,0.13170181212959353
21075,31803.44,0.15644744895999033
21076,35991.71,0.17705038238655232
21077,645,0.0031728833289478677
21078,52199.86,0.25678149700374053
21082,730.92,0.003595540903557481
21083,45,2.2136395318240933e-4
21084,5903.96,0.02904275388957372
21085,10388.52,0.051103196775878296
21087,2872.35,0.014129661131633187
21090,8394.64,0.04129490435429291
21093,100859.02,0.4961455862511931
21094,2111,0.010384429003734803
21101,228.8,0.0011255127219585615
21102,6690.81,0.032913425590942146
21104,18593.88,0.0914669951510964
21105,70,3.443439271726368e-4
21106,250,0.0012297997399022742
21108,39812.55,0.1958458545393852
21111,22119.91,0.10881223825864686
21112,37.5,1.8446996098534115e-4
21113,70935.15,0.3489441160797152
21114,42239.22,0.20778312707869975
21117,93614.29,0.46050731797254424
21118,5,2.4595994798045484e-5
21120,19602.23,0.09642726942201822
21122,33814.73,0.16634138463546252
21123,281,0.0013822949076501563
21127,61,3.000711365361549e-4
21128,7233.1,0.03558105799474856
21130,10,4.919198959609097e-5
21131,30505.57,0.15006296820628248
21132,5315.54,0.02614819883776054
21133,22103.65,0.10873225208356363
21134,26,1.278991729498365e-4
21135,20,9.838397919218194e-5
21136,52960.24,0.2605219575086481
21139,2115.97,0.01040887742256406
21140,4726.27,0.02324946246683169
21141,110,5.411118855570007e-4
21143,25,1.2297997399022742e-4
21144,35828.15,0.17624579820471867
21145,3772.63,0.018558317570990066
21146,70244.53,0.34554681889423
21147,84,4.1321271260716413e-4
21150,209,0.0010281125825583012
21152,11330.96,0.05573924664337229
21153,9738.41,0.047905176340246824
21154,2182.7,0.010737135569138774
21155,3240.2,0.015939188468925395
21156,140,6.886878543452736e-4
21157,32402.09,0.15939232741716033
21158,22464.46,0.11050714826018017
2116,110,5.411118855570007e-4
21160,1060.9,0.005218778176249291
21161,6702.56,0.03297122617871755
21162,1595.2,0.007847106180368432
21163,30176.28,0.1484431251808728
21167,3,1.4757596878827291e-5
21174,117,5.755462782742643e-4
21200,130,6.394958647491825e-4
21201,82719.03,0.40691136631587366
21202,45354.85,0.2231095309332266
21203,411.5,0.0020242503718791434
21204,117834.82,0.5796529239497252
21205,2978.94,0.014653998548737923
21206,16673.48,0.08202016546906309
21207,34070.12,0.1675976988577571
21208,137641.51,0.6770859727910252
21209,130606.97,0.6424816709416965
21210,260565.02,1.2817711752945236
21211,74976.25,0.36882309099539157
21212,242068.99,1.1907855237616247
21213,16141.18,0.07940167586286316
21214,32376.71,0.15926747814756545
21215,29343.13,0.1443446945676745
21216,9890.39,0.04865279619812821
21217,58129.64,0.28595126461045134
21218,233353.34,1.1479115073493078
21219,3516.2,0.017296887381777506
21220,9782.31,0.04812112917457366
21221,6303.52,0.031008269025875133
21222,11690.12,0.057506026141705496
21223,3205.8,0.015769968024714844
21224,56778.43,0.27930439378423794
21225,4071.32,0.020027633108235708
21226,3032.2,0.014915995085326702
21227,11353.08,0.055848059324358844
21228,103301,0.5081581717265793
21229,23745.39,0.11680829778351225
21230,116684.92,0.5739963370660707
21231,51431.23,0.2530004531074162
21232,328,0.0016134972587517839
21234,61279.74,0.30144723325311595
21235,16.5,8.116678283355009e-5
21236,14840.77,0.0730047003437979
21237,11458.52,0.05636673966266003
21238,95,4.6732390116286423e-4
21239,24702.59,0.12151695502765009
21240,25,1.2297997399022742e-4
21243,2,9.838397919218193e-6
21244,20889.98,0.10276196788225483
21245,27.5,1.3527797138925018e-4
21246,25,1.2297997399022742e-4
21248,27.5,1.3527797138925018e-4
21250,2000,0.009838397919218193
21251,74.7,3.674641622827995e-4
21252,100,4.919198959609097e-4
21257,57.08,2.807878766144872e-4
21258,45,2.2136395318240933e-4
21282,1787.5,0.008793068140301261
21283,25,1.2297997399022742e-4
21284,1263.5,0.006215407885466094
21285,279.1,0.001372948429626899
21286,49783.92,0.2448970074692625
21287,175,8.60859817931592e-4
21292,45,2.2136395318240933e-4
21293,25,1.2297997399022742e-4
21296,101,4.968390949205187e-4
21297,50,2.4595994798045484e-4
2130,45,2.2136395318240933e-4
21301,100,4.919198959609097e-4
21302,190,9.346478023257285e-4
21304,64,3.148287334149822e-4
21306,126,6.198190689107462e-4
21307,70,3.443439271726368e-4
21308,31,1.5249516774788201e-4
21309,5.5,2.705559427785003e-5
21310,21.5,1.0576277763159559e-4
21313,3,1.4757596878827291e-5
21317,15,7.378798439413645e-5
21318,188,9.248094044065103e-4
21328,60,2.951519375765458e-4
21330,60,2.951519375765458e-4
21334,25,1.2297997399022742e-4
21336,20,9.838397919218194e-5
21344,67,3.295863302938095e-4
21401,258681.51,1.2725058148621102
21402,1472.22,0.007242143092315705
21403,188658.41,0.92804825419350645
21404,270.6,0.0013311352384702217
21405,11636.96,0.05724452152501267
21408,49,2.4104074902084574e-4
21409,67478.85,0.33194188871561836
21412,10,4.919198959609097e-5
21422,44.5,2.189043537026048e-4
21428,40,1.9676795838436388e-4
21491,15,7.378798439413645e-5
21493,50,2.4595994798045484e-4
21498,150,7.378798439413646e-4
21501,115,5.657078803550462e-4
21502,30686.86,0.15095476978567002
21503,103,5.06677492839737e-4
21504,5.5,2.705559427785003e-5
21520,172.5,8.485618205325693e-4
21521,168.5,8.288850246941328e-4
21530,5845.3,0.028754193678603053
21531,446.1,0.0021944546558816183
21532,7935.4,0.03903581142408202
21536,1244.3,0.006120959265441598
21539,97,4.771622990820824e-4
21541,1165.67,0.005734162651247536
21545,173.5,8.534810194921782e-4
21550,9914.01,0.048768987677554186
21555,4643,0.022839840769465037
21557,165,8.11667828335501e-4
21560,13,6.394958647491825e-5
21561,2350.7,0.011563560994353102
21562,174,8.559406189719828e-4
21592,16.5,8.116678283355009e-5
21601,98872.32,0.4863726136781378
21602,5,2.4595994798045484e-5
21607,110,5.411118855570007e-4
21610,9877.32,0.048588502267726125
21612,4548,0.022372516868302175
21613,21287.97,0.10471975987618967
21614,15,7.378798439413645e-5
21617,11513.66,0.05663798429329287
21619,17950.83,0.08830370426011977
21620,91615.14,0.45067310137244176
21622,55,2.7055594277850036e-4
21623,2102.5,0.010342615812578126
21624,1341,0.006596645804835799
21625,1094.22,0.005382685885583466
21628,483.5,0.002378432696970998
21629,4987.22,0.02453312743534168
21631,152.5,7.501778413403872e-4
21632,3807.83,0.018731473374368306
21635,3784.59,0.018617151190546993
21636,211,0.0010379509804775194
21638,8485.12,0.041739993476158345
21639,2797.75,0.01376268888924635
21640,15,7.378798439413645e-5
21641,88,4.328895084456005e-4
21643,3808.88,0.0187366385332759
21645,2012.83,0.009901511241869979
21647,3788.28,0.01863530303470795
21649,241.5,0.001187986548745597
21650,2846,0.01400004023904749
21651,1921,0.009449781201409074
21652,1204.36,0.005924486458994811
21653,16,7.870718335374555e-5
21654,55050.57,0.27080470666988776
21655,1154,0.005676755599388897
21657,2191.5,0.010780424519983334
21658,6788.15,0.03339226041767049
21660,3022,0.014865819255938693
21661,4998.62,0.02458920630348122
21662,38539.58,0.18958386183977155
21663,36987.95,0.1819510851580733
21664,35,1.721719635863184e-4
21665,1187,0.005839089165055998
21666,19029.29,0.0936088635700998
21667,2544.34,0.01251611468089181
21668,791.3,0.003892562136738678
21669,1660.5,0.008168329872430906
21671,3601.3,0.01771551121324024
21672,229,0.0011264965617504832
21673,2351.5,0.01156749635352079
21676,1101,0.005416038054529616
21677,111.5,5.484906839964143e-4
21678,2775.46,0.013653039944436663
21679,257,0.001264234132619538
21701,104139.09,0.5122809031826381
21702,59244.57,0.2914358271064883
21703,28041.77,0.1379430458095976
21704,22291.88,0.10965819290373084
21705,1584.5,0.007794470751500613
21710,12793.66,0.06293455896159252
21711,38.5,1.8938915994495023e-4
21713,5475.23,0.026933745719620514
21714,1572.5,0.007735440363985304
21715,965,0.004747026996022778
21716,5642.74,0.027757760737344633
21717,732.5,0.0036033132379136635
21718,3694,0.018171520956796004
21719,25,1.2297997399022742e-4
21720,60,2.951519375765458e-4
21722,851.5,0.004188697914107146
21723,367.5,0.001807805617656343
21727,4511.63,0.02219360560214119
21730,0,0
21733,287,0.0014118101014078109
21734,133,6.542534616280098e-4
21737,7322.46,0.03602063761377922
21738,15037.92,0.07397452041868482
21740,19179.42,0.0943473829099059
21741,640,0.003148287334149822
21742,32889.41,0.16178955145415705
21743,30,1.475759687882729e-4
21750,14904.93,0.07332031614904642
21753,216.5,0.0010650065747553695
21754,19918.18,0.09798149033330673
21755,8883.94,0.04370186840522964
21756,9968.27,0.04903590341310257
21757,875.7,0.004307742528929686
21758,7459.4,0.0366942727193081
21762,740,0.0036402072301107316
21765,675.3,0.0033219350574240224
21767,302,0.0014855980858019472
21768,42.5,2.090659557833866e-4
21769,18807.57,0.09251817877677526
21770,7734.59,0.038047987081002925
21771,27485.39,0.13520610189245028
21773,7998.66,0.039346999950266894
21774,14034.81,0.06904002275031135
21775,110,5.411118855570007e-4
21776,4971.74,0.024456978235446927
21777,2415.7,0.011883308926727693
21778,581.5,0.00286051419501269
21779,4644.86,0.02284899047952991
21780,1868,0.009189063656549793
21781,105,5.165158907589551e-4
21782,2529.42,0.012442720232414443
21783,8533.64,0.04197867300967857
21784,75000.46,0.3689421848022037
21787,2933.7,0.014431453987805206
21788,23259.35,0.11441737032118385
21791,5826.79,0.02866313930586069
21792,185,9.100518075276829e-4
21793,19038.67,0.09365500565634093
21794,5176.07,0.025462118158863855
21795,4091.77,0.020128230726959715
21797,34859.72,0.17148189835626443
21798,3328.34,0.016372766665225344
21801,24053.25,0.1183227223752175
21802,438.22,0.0021556913680798985
21804,29030.13,0.14280498529331684
21806,30,1.475759687882729e-4
21811,58201.62,0.28630534855156403
21812,12.37,6.085049113036452e-5
21813,3459.72,0.017019051024538785
21814,601.82,0.002960472317871947
21816,864,0.0042501879011022595
21817,928.54,0.004567673001955431
21821,800.42,0.003937425231250313
21822,1130.89,0.005563072911432332
21824,213,0.0010477893783967377
21826,1614.72,0.007943128944060001
21830,1502.5,0.007391096436812668
21835,20,9.838397919218194e-5
21837,412.5,0.0020291695708387525
21838,817.8,0.00402292090916832
21840,1351,0.00664583779443189
21841,182.5,8.977538101286602e-4
21842,11196.53,0.05507795872723204
21843,963.26,0.004738467589833058
21849,916.42,0.004508052310564968
21850,412,0.002026709971358948
21851,3100.82,0.01525355051793508
21853,1125.07,0.005534443173487407
21856,491.5,0.002417786288647871
21861,50,2.4595994798045484e-4
21863,4112.72,0.020231287945163524
21864,298,0.001465921289963511
21865,1160.4,0.0057082384727303965
21867,38.5,1.8938915994495023e-4
21869,447.1,0.0021993738548412274
21871,349.5,0.0017192600363833792
21872,163.5,8.042890298960874e-4
21874,313,0.0015397092743576473
21875,5155.56,0.025361225388202277
21884,50,2.4595994798045484e-4
21901,10491.42,0.051609382348822064
21902,50,2.4595994798045484e-4
21903,5756.78,0.028318746186698454
21904,3114.92,0.015322911223265569
21911,4427.14,0.02177798248204382
21912,1775.5,0.008734037752785952
21913,913,0.004491228650123105
21914,1150,0.005657078803550462
21915,2856.96,0.014053954659644805
21916,24,1.1806077503061833e-4
21917,2447.5,0.012039739453643264
21918,1089.7,0.0053604511062860325
21919,3280.2,0.01613595642730976
21920,52.5,2.582579453794776e-4
21921,23156.18,0.11390985656452098
21922,780,0.0038369751884950952
21924,14,6.886878543452736e-5
21931,10.8,5.3127348763778255e-5
21943,16.5,8.116678283355009e-5
21965,60,2.951519375765458e-4
21975,60,2.951519375765458e-4
